ITEM_NO,CLI_CODE,LE_CODE,SO_REF,SO_DATE,DLVRY_DATE,QTY,PRICE,TOT_VAL,MARGIN_PCT
ART00472,CLI062,LE001,SO7399780,03/29/2024,04/06/2024,253,49.18,12442.54,46.73
ART00393,CLI091,LE002,SO9418109,08/11/2024,08/13/2024,306,185.3,56701.8,44.08
ART00877,CLI020,LE003,SO3018832,11/19/2021,12/18/2021,211,223.06,47065.66,44.28
ART00232,CLI067,LE003,SO8676164,05/28/2021,07/09/2021,83,3.42,283.86,11.7
ART00232,CLI050,LE003,SO2892984,11/29/2023,,445,4.15,1846.75,27.23
ART00449,CLI055,LE001,SO7299193,02/25/2022,04/03/2022,215,899.45,193381.75,38.97
ART00342,CLI056,LE001,SO1628279,09/18/2022,10/10/2022,169,350.92,59305.48,35.82
ART00503,CLI085,LE003,SO2269469,04/27/2022,05/02/2022,431,199.58,86018.98,45.36
ART00485,CLI003,LE003,SO7148007,08/03/2022,09/10/2022,103,3283.95,338246.85,48.49
ART00862,CLI013,LE001,SO8620384,12/29/2021,12/30/2021,487,219.03,106667.61,42.15
ART00455,CLI023,LE002,SO4314716,12/24/2021,02/02/2022,407,552.73,224961.11,37.41
ART00018,CLI080,LE001,SO6995954,11/08/2021,11/11/2021,264,108.9,28749.6,42.42
ART00035,CLI033,LE001,SO8421486,12/11/2022,12/20/2022,496,363.05,180072.8,29.05
ART00960,CLI060,LE001,SO2234827,06/30/2023,,311,16.72,5199.92,39.41
ART00571,CLI013,LE001,SO2317071,03/24/2022,04/20/2022,306,6.84,2093.04,16.23
ART00412,CLI099,LE002,SO1177155,03/22/2023,05/04/2023,416,98.45,40955.2,48.95
ART00698,CLI061,LE003,SO5011385,12/29/2022,02/08/2023,97,181,17557,14.91
ART00445,CLI090,LE001,SO8631084,06/23/2024,07/12/2024,141,103.22,14554.02,5.18
ART00316,CLI007,LE001,SO9183183,10/16/2021,11/27/2021,175,82,14350,44.38
ART00375,CLI026,LE002,SO9790838,08/17/2023,,290,10043.91,2912733.9,33.67
ART00592,CLI038,LE001,SO8955683,02/07/2023,03/21/2023,72,836.04,60194.88,15.89
ART00079,CLI087,LE002,SO2259832,01/01/2024,01/11/2024,306,51.71,15823.26,42.33
ART00311,CLI082,LE003,SO7440645,05/21/2022,06/17/2022,14,182.19,2550.66,22.58
ART00537,CLI071,LE002,SO1417620,04/04/2022,,355,277.96,98675.8,37.28
ART00760,CLI099,LE002,SO4617680,10/10/2023,,221,773.91,171034.11,37.5
ART00347,CLI018,LE003,SO8875881,09/04/2024,09/25/2024,473,98.8,46732.4,17.35
ART00261,CLI057,LE002,SO2836928,08/18/2022,08/24/2022,370,33.25,12302.5,26.89
ART00390,CLI006,LE002,SO5119707,03/06/2021,03/21/2021,148,46.87,6936.76,31.11
ART00992,CLI065,LE003,SO8414922,06/19/2024,07/04/2024,394,340.46,134141.24,21.42
ART00833,CLI048,LE001,SO9669906,03/31/2021,04/29/2021,470,563.21,264708.7,45.94
ART00033,CLI041,LE001,SO4148402,10/04/2021,10/10/2021,114,281.47,32087.58,46.93
ART00705,CLI060,LE001,SO6505225,03/25/2021,04/10/2021,413,181.6,75000.8,58.14
ART00566,CLI042,LE003,SO5732301,12/08/2024,01/19/2025,466,252.51,117669.66,22.03
ART00415,CLI018,LE003,SO8099842,06/02/2024,06/27/2024,154,350.17,53926.18,46.48
ART00864,CLI039,LE003,SO1814567,01/19/2022,03/02/2022,344,47.32,16278.08,52.3
ART00659,CLI018,LE003,SO7043636,05/02/2024,05/23/2024,257,65.6,16859.2,53.46
ART00339,CLI004,LE001,SO2515241,03/07/2022,03/25/2022,355,351.74,124867.7,23.06
ART00978,CLI093,LE001,SO3527579,09/22/2023,,5,148.64,743.2,53.52
ART00324,CLI006,LE002,SO2577983,12/02/2021,,134,40.33,5404.22,45.57
ART00374,CLI093,LE001,SO6777298,03/18/2024,,48,95.74,4595.52,41.45
ART00797,CLI054,LE002,SO8684686,07/28/2021,09/06/2021,125,18.24,2280,48.68
ART00306,CLI072,LE001,SO4739541,05/20/2024,06/10/2024,437,234.07,102288.59,29.4
ART00514,CLI014,LE003,SO5260461,06/14/2023,07/25/2023,224,6931.48,1552651.52,41.86
ART00608,CLI084,LE002,SO5522309,04/28/2021,05/30/2021,495,205.33,101638.35,33.84
ART00561,CLI074,LE002,SO8585064,07/11/2022,07/30/2022,247,412.17,101805.99,42.06
ART00433,CLI084,LE002,SO1139072,06/30/2022,08/08/2022,498,382.34,190405.32,42.63
ART00232,CLI023,LE002,SO9172347,11/12/2021,12/13/2021,476,4.21,2003.96,28.27
ART00868,CLI026,LE002,SO4358873,04/08/2024,05/13/2024,24,1789.03,42936.72,36.46
ART00129,CLI049,LE003,SO7786990,05/04/2022,06/01/2022,187,20.78,3885.86,8.18
ART00630,CLI031,LE001,SO3550268,02/20/2021,03/10/2021,171,139.45,23845.95,45.76
ART00356,CLI034,LE003,SO5836306,01/29/2024,03/12/2024,402,16.48,6624.96,39.68
ART00509,CLI077,LE003,SO4896751,06/22/2024,08/01/2024,149,449.94,67041.06,45.45
ART00851,CLI066,LE001,SO7192892,09/11/2024,10/14/2024,438,43.96,19254.48,36.51
ART00197,CLI053,LE003,SO4805169,07/03/2021,07/15/2021,448,39.45,17673.6,43.04
ART00195,CLI071,LE002,SO9729297,03/25/2021,05/05/2021,386,2569.32,991757.52,53.4
ART00678,CLI065,LE003,SO3648692,11/26/2023,,339,74.54,25269.06,46.81
ART00583,CLI064,LE003,SO5812053,09/21/2022,10/11/2022,346,845.95,292698.7,44.84
ART00022,CLI011,LE003,SO6739187,02/10/2023,02/17/2023,84,252.9,21243.6,28.2
ART00502,CLI007,LE001,SO5628508,02/09/2022,02/12/2022,329,619.76,203901.04,54.75
ART00809,CLI007,LE001,SO8814340,11/27/2021,,375,161.82,60682.5,27.15
ART00890,CLI083,LE002,SO6483514,09/11/2022,,53,275.71,14612.63,44.02
ART00358,CLI005,LE001,SO6598660,12/12/2022,12/22/2022,249,13.62,3391.38,38.18
ART00671,CLI087,LE002,SO4967764,06/23/2023,07/23/2023,385,247.7,95364.5,31.35
ART00376,CLI019,LE002,SO3802818,10/04/2023,10/19/2023,263,52.05,13689.15,50.11
ART00269,CLI068,LE001,SO3956688,05/25/2023,05/30/2023,74,6986.67,517013.58,44.8
ART00538,CLI057,LE002,SO1494882,12/18/2023,12/22/2023,221,4235.45,936034.45,28.69
ART00314,CLI030,LE003,SO1995556,12/12/2024,12/17/2024,30,3936.46,118093.8,54.89
ART00676,CLI062,LE001,SO4033756,11/01/2023,12/16/2023,439,324.71,142547.69,17.29
ART00473,CLI012,LE001,SO1313011,10/09/2021,11/10/2021,389,356.13,138534.57,25.24
ART00147,CLI077,LE003,SO9367780,10/21/2024,11/07/2024,434,479.87,208263.58,34.08
ART00996,CLI096,LE003,SO3331831,12/26/2021,02/01/2022,439,288.68,126730.52,52.02
ART00124,CLI100,LE001,SO9368173,04/06/2021,04/23/2021,79,79.31,6265.49,50.01
ART00121,CLI060,LE001,SO7942680,11/07/2022,11/19/2022,437,113.66,49669.42,29.7
ART00133,CLI080,LE001,SO9864930,09/18/2023,10/04/2023,125,34.98,4372.5,37.65
ART00016,CLI044,LE001,SO7042438,10/06/2023,10/15/2023,14,493.81,6913.34,45.53
ART00637,CLI051,LE002,SO7366313,11/21/2023,12/15/2023,168,211.95,35607.6,23.86
ART00457,CLI032,LE003,SO4415105,06/06/2023,06/26/2023,490,808.56,396194.4,34.55
ART00711,CLI055,LE001,SO8538861,03/10/2024,04/21/2024,490,15836.36,7759816.4,53.32
ART00693,CLI068,LE001,SO1848713,03/19/2024,04/05/2024,244,740.76,180745.44,53.55
ART00965,CLI047,LE001,SO5563658,09/01/2024,09/19/2024,150,304.94,45741,51.73
ART00899,CLI029,LE003,SO6031040,10/29/2023,11/11/2023,209,701.54,146621.86,30.82
ART00312,CLI014,LE003,SO6287959,02/27/2024,04/04/2024,251,506.04,127016.04,28.55
ART00301,CLI066,LE001,SO7501535,11/23/2023,12/24/2023,2,49.15,98.3,53.63
ART00413,CLI013,LE001,SO4742375,04/18/2022,05/01/2022,282,43.87,12371.34,41.1
ART00646,CLI012,LE001,SO2152405,10/04/2022,10/12/2022,431,382.86,165012.66,25.81
ART00263,CLI043,LE002,SO1418396,06/23/2023,,191,115.33,22028.03,44
ART00483,CLI052,LE001,SO1353330,10/22/2023,10/26/2023,380,236.72,89953.6,47.35
ART00703,CLI080,LE001,SO8131395,11/22/2024,,410,13.96,5723.6,33.24
ART00521,CLI007,LE001,SO3964515,04/26/2021,05/19/2021,327,57.22,18710.94,30.6
ART00529,CLI015,LE001,SO7885913,11/08/2023,11/13/2023,482,522.86,252018.52,17.22
ART00686,CLI076,LE001,SO4405969,08/01/2021,08/10/2021,413,3743.31,1545987.03,51.43
ART00870,CLI091,LE002,SO8743961,12/22/2021,01/07/2022,329,298.44,98186.76,22.68
ART00122,CLI046,LE002,SO6908879,09/30/2021,10/24/2021,117,214.81,25132.77,35.73
ART00068,CLI015,LE001,SO5155691,05/14/2024,05/25/2024,327,35.76,11693.52,39.71
ART00964,CLI089,LE003,SO6833174,03/15/2023,04/08/2023,319,9690.74,3091346.06,43.56
ART00980,CLI075,LE001,SO3547541,02/06/2022,03/04/2022,324,4.15,1344.6,30.12
ART00147,CLI097,LE001,SO4611578,12/08/2024,01/12/2025,140,404.93,56690.2,21.88
ART00988,CLI058,LE003,SO3623596,08/11/2023,09/20/2023,495,100.72,49856.4,7.07
ART00591,CLI021,LE003,SO7694218,02/28/2021,,407,1098.62,447138.34,41.75
ART00514,CLI044,LE001,SO2139702,03/04/2023,04/15/2023,302,7748.85,2340152.7,48
ART00089,CLI011,LE003,SO8983502,07/14/2022,08/22/2022,300,50.15,15045,46.6
ART00387,CLI091,LE002,SO6279892,11/30/2022,12/01/2022,73,77.09,5627.57,47.75
ART00248,CLI072,LE001,SO5581357,12/11/2024,01/19/2025,146,18.02,2630.92,45.5
ART00460,CLI054,LE002,SO7152859,04/30/2022,05/14/2022,398,12.67,5042.66,17.13
ART00367,CLI053,LE003,SO7614061,12/21/2022,01/19/2023,396,1038.39,411202.44,48.29
ART00556,CLI049,LE003,SO7884312,10/11/2021,11/05/2021,136,21.55,2930.8,2.97
ART00625,CLI065,LE003,SO2073236,08/01/2021,08/17/2021,22,2193.15,48249.3,45.61
ART00456,CLI028,LE002,SO7639826,12/31/2023,02/06/2024,8,3031.86,24254.88,35.44
ART00449,CLI072,LE001,SO3322093,04/17/2024,04/20/2024,383,799.13,306066.79,31.31
ART00160,CLI099,LE002,SO4514516,01/14/2022,,286,167.17,47810.62,54.07
ART00471,CLI022,LE003,SO4188536,11/29/2022,01/03/2023,474,615.01,291514.74,33.9
ART00687,CLI015,LE001,SO3715390,12/02/2024,12/26/2024,2,13.83,27.66,48.95
ART00009,CLI011,LE003,SO1450172,11/13/2024,,128,371.19,47512.32,43.67
ART00287,CLI033,LE001,SO1263655,03/07/2021,04/11/2021,47,1020.86,47980.42,30.91
ART00619,CLI052,LE001,SO9401557,10/31/2023,,193,9.63,1858.59,28.87
ART00428,CLI090,LE001,SO7049417,07/06/2021,08/10/2021,427,529.39,226049.53,49.18
ART00272,CLI014,LE003,SO2703465,01/03/2023,,416,22.57,9389.12,40.85
ART00673,CLI048,LE001,SO7560868,08/24/2021,09/11/2021,218,746.51,162739.18,27.69
ART00205,CLI070,LE001,SO6846289,12/04/2023,01/08/2024,362,11.79,4267.98,32.4
ART00819,CLI019,LE002,SO4567935,10/02/2023,11/05/2023,147,447.57,65792.79,40.52
ART00665,CLI002,LE003,SO1935138,04/21/2024,04/27/2024,298,487.47,145266.06,36.79
ART00595,CLI043,LE002,SO6187820,05/17/2022,06/16/2022,455,639.78,291099.9,42.16
ART00169,CLI032,LE003,SO2379922,03/18/2023,04/09/2023,256,528.25,135232,43.44
ART00891,CLI001,LE002,SO5228451,07/29/2024,08/08/2024,409,1022.71,418288.39,52.38
ART00562,CLI065,LE003,SO1248035,03/11/2021,03/31/2021,341,1078.45,367751.45,44.49
ART00770,CLI080,LE001,SO9834984,10/25/2024,11/17/2024,407,44.42,18078.94,51.24
ART00047,CLI002,LE003,SO3739008,06/07/2023,06/21/2023,89,2101.95,187073.55,32.95
ART00138,CLI017,LE002,SO8191675,12/20/2022,01/10/2023,108,130.55,14099.4,22.44
ART00005,CLI057,LE002,SO9661135,12/19/2023,01/26/2024,417,32.64,13610.88,15.26
ART00592,CLI025,LE003,SO4400084,06/30/2023,07/29/2023,183,1075.59,196832.97,34.62
ART00702,CLI048,LE001,SO2919451,10/14/2022,10/22/2022,120,33.46,4015.2,31.26
ART00316,CLI037,LE003,SO6347913,04/07/2022,05/09/2022,10,84.92,849.2,46.29
ART00146,CLI095,LE001,SO5204251,11/04/2021,11/30/2021,17,742.6,12624.2,32.07
ART00594,CLI082,LE003,SO8061892,11/28/2022,01/02/2023,335,81.58,27329.3,37.18
ART00830,CLI072,LE001,SO3827653,05/28/2024,07/01/2024,59,6170.62,364066.58,41.34
ART00131,CLI096,LE003,SO5505039,11/15/2022,12/29/2022,366,22.4,8198.4,40.13
ART00010,CLI074,LE002,SO9794806,09/21/2022,09/24/2022,77,474.23,36515.71,40.47
ART00636,CLI024,LE003,SO8021725,05/26/2022,06/11/2022,79,9.81,774.99,42.92
ART00018,CLI084,LE002,SO9354018,11/23/2022,01/06/2023,409,118.3,48384.7,47
ART00050,CLI074,LE002,SO2880337,07/03/2022,08/07/2022,450,171.54,77193,38.31
ART00134,CLI052,LE001,SO9502301,11/02/2023,11/04/2023,271,395.42,107158.82,50.15
ART00953,CLI032,LE003,SO5351560,01/21/2021,,317,7967.06,2525558.02,34.23
ART00437,CLI021,LE003,SO9176978,09/28/2022,11/05/2022,353,515.22,181872.66,45.75
ART00005,CLI066,LE001,SO7224075,04/17/2024,05/13/2024,358,34.51,12354.58,19.85
ART00111,CLI065,LE003,SO7603853,07/29/2023,08/13/2023,46,170.33,7835.18,21.75
ART00971,CLI057,LE002,SO2206227,02/12/2021,03/14/2021,354,102.29,36210.66,34.3
ART00549,CLI068,LE001,SO1224194,03/13/2022,03/21/2022,390,6349.79,2476418.1,35.02
ART00296,CLI030,LE003,SO8018355,01/09/2024,02/11/2024,455,263.26,119783.3,42.35
ART00672,CLI052,LE001,SO9333686,09/25/2023,10/24/2023,272,136.16,37035.52,45.35
ART00063,CLI034,LE003,SO3902836,07/11/2024,,155,223.05,34572.75,28.84
ART00323,CLI081,LE001,SO3267544,05/15/2022,06/03/2022,435,554.86,241364.1,22.25
ART00256,CLI028,LE002,SO4636293,08/05/2024,08/07/2024,315,340.24,107175.6,54.57
ART00404,CLI061,LE003,SO1432834,02/19/2021,03/04/2021,253,617.17,156144.01,49.02
ART00169,CLI076,LE001,SO1237333,06/15/2023,06/27/2023,345,488.48,168525.6,38.83
ART00053,CLI035,LE003,SO3870735,01/25/2023,03/02/2023,284,827.9,235123.6,40.68
ART00197,CLI076,LE001,SO9666798,08/31/2024,10/03/2024,317,29.1,9224.7,22.78
ART00838,CLI063,LE001,SO8948468,07/24/2024,07/25/2024,309,10645.67,3289512.03,34.46
ART00389,CLI039,LE003,SO1053369,06/30/2021,08/01/2021,340,205.74,69951.6,38.54
ART00274,CLI074,LE002,SO1371586,07/28/2022,08/22/2022,234,10170.87,2379983.58,38.26
ART00991,CLI007,LE001,SO1742532,09/18/2022,10/03/2022,447,431.17,192732.99,50.58
ART00445,CLI048,LE001,SO4253595,03/01/2021,03/08/2021,341,127.67,43535.47,23.34
ART00024,CLI073,LE003,SO2383801,10/14/2023,11/24/2023,255,333.19,84963.45,29.91
ART00471,CLI055,LE001,SO7765726,04/06/2024,04/29/2024,329,786.21,258663.09,48.29
ART00907,CLI064,LE003,SO9125071,03/24/2021,,304,489.09,148683.36,25.27
ART00789,CLI062,LE001,SO2223284,10/31/2021,11/10/2021,410,375.58,153987.8,27.18
ART00025,CLI040,LE003,SO7418379,10/03/2021,,396,915.29,362454.84,41.27
ART00110,CLI065,LE003,SO1574894,11/29/2024,12/28/2024,318,262.32,83417.76,40.54
ART00132,CLI035,LE003,SO6322638,12/11/2023,01/17/2024,248,886.7,219901.6,45.18
ART00963,CLI050,LE003,SO4208387,02/07/2022,,339,20.54,6963.06,24.2
ART00170,CLI064,LE003,SO9788548,03/22/2021,,305,5.7,1738.5,31.4
ART00916,CLI089,LE003,SO3139432,12/12/2022,01/15/2023,340,53.85,18309,28.47
ART00824,CLI031,LE001,SO3251985,12/16/2023,12/24/2023,151,9.59,1448.09,39.94
ART00629,CLI068,LE001,SO5874936,09/08/2021,09/12/2021,48,11496.11,551813.28,41.61
ART00697,CLI027,LE003,SO3923728,06/09/2021,06/10/2021,339,8570.56,2905419.84,20.18
ART00416,CLI073,LE003,SO6267602,03/11/2024,04/11/2024,248,170.42,42264.16,37.2
ART00594,CLI075,LE001,SO3705498,03/18/2021,03/30/2021,127,70.6,8966.2,27.41
ART00843,CLI074,LE002,SO8326223,12/23/2022,,335,597.06,200015.1,41.58
ART00695,CLI094,LE003,SO6978471,07/15/2024,,276,8.05,2221.8,28.82
ART00276,CLI090,LE001,SO5785877,05/06/2024,05/18/2024,170,623.54,106001.8,32.44
ART00785,CLI007,LE001,SO6932042,11/27/2021,12/07/2021,24,271.9,6525.6,19.14
ART00287,CLI100,LE001,SO2752899,12/08/2024,12/28/2024,259,804.66,208406.94,12.35
ART00087,CLI007,LE001,SO5860497,05/10/2021,06/15/2021,288,169.46,48804.48,34.74
ART00502,CLI083,LE002,SO9821625,08/17/2023,09/14/2023,115,531.06,61071.9,47.2
ART00636,CLI045,LE003,SO5126861,05/07/2024,06/01/2024,350,8.18,2863,31.54
ART00893,CLI077,LE003,SO4860959,06/02/2024,06/17/2024,328,432.04,141709.12,3.14
ART00706,CLI098,LE002,SO6518094,11/01/2023,11/16/2023,221,77.27,17076.67,28.94
ART00994,CLI040,LE003,SO6519726,12/15/2021,01/24/2022,381,116.77,44489.37,47.25
ART00512,CLI037,LE003,SO1798478,02/22/2021,03/09/2021,347,2197.81,762640.07,23.77
ART00606,CLI053,LE003,SO9351384,01/29/2021,02/14/2021,458,25.4,11633.2,23.62
ART00993,CLI063,LE001,SO7662350,09/30/2024,10/25/2024,456,77.07,35143.92,41.27
ART00910,CLI043,LE002,SO5543982,04/15/2021,05/21/2021,309,113.15,34963.35,24.8
ART00481,CLI019,LE002,SO5390701,05/14/2023,06/18/2023,489,362.73,177374.97,39.23
ART00878,CLI029,LE003,SO6303766,11/01/2023,11/19/2023,389,16.77,6523.53,36.91
ART00641,CLI012,LE001,SO7381206,05/28/2024,06/23/2024,398,2428.34,966479.32,53.4
ART00975,CLI063,LE001,SO7810592,03/11/2023,03/25/2023,155,180.33,27951.15,34.53
ART00395,CLI046,LE002,SO3069319,10/30/2022,12/04/2022,270,22.24,6004.8,54.5
ART00586,CLI013,LE001,SO6920997,10/24/2022,10/29/2022,288,186.7,53769.6,22.74
ART00935,CLI034,LE003,SO6939632,05/30/2023,06/27/2023,61,69.68,4250.48,46.77
ART00333,CLI077,LE003,SO2434624,04/13/2024,05/02/2024,129,348.1,44904.9,9.96
ART00786,CLI014,LE003,SO6367280,10/22/2024,11/28/2024,66,2595.59,171308.94,52.85
ART00009,CLI092,LE003,SO9069859,07/15/2024,08/21/2024,204,387.24,78996.96,46.01
ART00874,CLI042,LE003,SO1687014,06/22/2024,07/18/2024,228,888.02,202468.56,49.09
ART00072,CLI061,LE003,SO3315147,10/02/2021,,153,8032.07,1228906.71,43.14
ART00894,CLI038,LE001,SO8860120,12/29/2024,02/09/2025,365,3254.08,1187739.2,25.45
ART00003,CLI075,LE001,SO2077731,01/04/2022,02/11/2022,280,9568,2679040,40.88
ART00081,CLI068,LE001,SO2871710,11/28/2022,12/31/2022,299,11264.99,3368232.01,30.21
ART00017,CLI091,LE002,SO6624022,08/18/2022,08/24/2022,454,43.95,19953.3,32.29
ART00198,CLI052,LE001,SO8696906,11/20/2023,12/22/2023,468,373.04,174582.72,37.08
ART00141,CLI079,LE001,SO3083511,04/16/2021,04/28/2021,478,412.11,196988.58,52.45
ART00821,CLI097,LE001,SO6567208,02/04/2024,02/21/2024,378,4656.98,1760338.44,56.17
ART00168,CLI090,LE001,SO9918755,04/18/2023,05/18/2023,86,218.05,18752.3,44.51
ART00895,CLI029,LE003,SO5315404,06/17/2023,07/11/2023,490,141.6,69384,33.02
ART00644,CLI037,LE003,SO8283890,06/30/2021,08/04/2021,346,10.1,3494.6,25.84
ART00870,CLI057,LE002,SO6749583,05/14/2023,06/24/2023,360,229.4,82584,-0.58
ART00505,CLI076,LE001,SO4817085,11/25/2023,01/01/2024,205,927.76,190190.8,33.39
ART00401,CLI052,LE001,SO6309139,10/04/2023,10/23/2023,375,6480.4,2430150,34.66
ART00919,CLI093,LE001,SO7715242,08/01/2024,08/02/2024,231,389.58,89992.98,30.73
ART00817,CLI073,LE003,SO1660006,12/11/2023,01/12/2024,437,2130.28,930932.36,35.44
ART00311,CLI056,LE001,SO5811544,10/04/2024,11/10/2024,85,175.68,14932.8,19.71
ART00518,CLI010,LE002,SO5528739,09/16/2022,10/06/2022,171,13494.69,2307591.99,42.9
ART00549,CLI010,LE002,SO2730719,07/07/2024,07/18/2024,173,6466.59,1118720.07,36.2
ART00664,CLI092,LE003,SO9343482,10/27/2023,10/31/2023,88,51.72,4551.36,55.74
ART00793,CLI020,LE003,SO3700799,04/24/2022,05/22/2022,106,1269.22,134537.32,43.92
ART00855,CLI062,LE001,SO7631518,05/22/2022,06/26/2022,426,7988.87,3403258.62,42.36
ART00192,CLI024,LE003,SO2180397,09/18/2022,10/12/2022,307,6282.23,1928644.61,44.32
ART00709,CLI052,LE001,SO9523231,09/15/2023,10/10/2023,359,40.27,14456.93,54.23
ART00676,CLI018,LE003,SO3938048,12/15/2024,,127,320.91,40755.57,16.31
ART00568,CLI007,LE001,SO9153177,08/24/2021,09/16/2021,450,1723.55,775597.5,21.89
ART00646,CLI074,LE002,SO6932926,12/14/2022,01/12/2023,277,367.94,101919.38,22.8
ART00333,CLI057,LE002,SO1698374,11/07/2024,12/15/2024,264,389.96,102949.44,19.63
ART00897,CLI064,LE003,SO6490218,05/25/2022,06/24/2022,185,39.24,7259.4,32.36
ART00321,CLI090,LE001,SO3100990,04/23/2024,06/06/2024,89,37.93,3375.77,32.16
ART00769,CLI062,LE001,SO8183255,09/23/2022,10/11/2022,141,60.24,8493.84,50.28
ART00102,CLI033,LE001,SO8603931,08/15/2022,09/19/2022,62,2781.82,172472.84,34.01
ART00199,CLI022,LE003,SO6996093,09/16/2021,10/30/2021,207,4302.55,890627.85,52.92
ART00772,CLI010,LE002,SO7124803,10/20/2021,11/29/2021,20,758.17,15163.4,45.46
ART00433,CLI061,LE003,SO6936857,11/09/2021,12/14/2021,47,437.47,20561.09,49.86
ART00598,CLI052,LE001,SO7716866,12/16/2023,01/23/2024,36,16.71,601.56,7.48
ART00675,CLI005,LE001,SO1163450,12/02/2024,12/16/2024,262,267.93,70197.66,51.54
ART00950,CLI002,LE003,SO4530401,02/07/2023,02/14/2023,192,23.78,4565.76,38.39
ART00067,CLI011,LE003,SO6475567,09/27/2021,11/06/2021,396,736.33,291586.68,39.97
ART00133,CLI027,LE003,SO2904763,11/08/2021,12/13/2021,17,42.07,715.19,48.16
ART00106,CLI099,LE002,SO3620022,12/26/2024,12/29/2024,48,448.92,21548.16,26.31
ART00032,CLI020,LE003,SO8586780,03/14/2021,04/17/2021,259,118.68,30738.12,48.01
ART00212,CLI015,LE001,SO2611843,12/29/2024,01/18/2025,447,650.67,290849.49,40.41
ART00961,CLI016,LE003,SO5186456,11/16/2021,12/11/2021,30,73.68,2210.4,44.53
ART00313,CLI072,LE001,SO2917733,05/29/2024,06/21/2024,69,95.94,6619.86,23.98
ART00241,CLI069,LE002,SO8576921,03/30/2022,04/25/2022,373,481.75,179692.75,14.12
ART00931,CLI079,LE001,SO1757852,04/22/2023,05/28/2023,488,2048.65,999741.2,46.58
ART00828,CLI004,LE001,SO9152589,06/05/2024,06/14/2024,307,698.58,214464.06,46.44
ART00950,CLI009,LE003,SO6392687,10/18/2023,11/23/2023,46,22.88,1052.48,35.97
ART00013,CLI079,LE001,SO8324824,03/17/2022,03/31/2022,65,56.81,3692.65,22.09
ART00530,CLI025,LE003,SO8863530,07/06/2024,07/31/2024,175,2105.12,368396,15.33
ART00238,CLI043,LE002,SO4871855,07/28/2021,,21,40.66,853.86,40.73
ART00145,CLI020,LE003,SO5261202,03/27/2021,05/06/2021,30,80.61,2418.3,52.13
ART00971,CLI078,LE003,SO9169478,09/20/2022,10/30/2022,308,125.78,38740.24,46.57
ART00914,CLI059,LE003,SO4345743,04/26/2022,05/19/2022,253,137.81,34865.93,23.58
ART00689,CLI013,LE001,SO2759573,10/11/2024,10/13/2024,88,692.55,60944.4,38.41
ART00545,CLI043,LE002,SO8365780,12/10/2022,,202,76.92,15537.84,42.81
ART00336,CLI080,LE001,SO1983456,09/20/2024,10/04/2024,357,10059.62,3591284.34,52.49
ART00548,CLI085,LE003,SO3996470,07/19/2021,08/20/2021,249,116.55,29020.95,27.99
ART00621,CLI011,LE003,SO3885979,10/14/2023,11/17/2023,337,2732.48,920845.76,46.52
ART00874,CLI010,LE002,SO4152093,07/11/2022,07/25/2022,232,866.34,200990.88,47.82
ART00713,CLI021,LE003,SO7610729,05/17/2021,,266,1067.97,284080.02,53.62
ART00200,CLI028,LE002,SO9710555,03/04/2024,03/26/2024,349,7073.88,2468784.12,13.73
ART00973,CLI028,LE002,SO9503353,10/14/2023,10/23/2023,420,333.61,140116.2,41.97
ART00728,CLI084,LE002,SO1620338,11/10/2022,11/16/2022,115,273.53,31455.95,34.94
ART00919,CLI005,LE001,SO4245454,07/06/2022,08/19/2022,479,403.19,193128.01,33.07
ART00952,CLI003,LE003,SO1918808,10/04/2022,10/06/2022,126,707,89082,26.28
ART00313,CLI041,LE001,SO7854855,08/12/2024,08/22/2024,154,118.82,18298.28,38.62
ART00607,CLI081,LE001,SO3360095,11/03/2024,12/11/2024,137,264.07,36177.59,41.83
ART00682,CLI032,LE003,SO8569348,10/12/2022,11/22/2022,66,19.06,1257.96,10.28
ART00987,CLI015,LE001,SO9172125,12/23/2024,01/06/2025,256,77.54,19850.24,43.5
ART00139,CLI023,LE002,SO8449567,06/25/2024,07/09/2024,343,13.72,4705.96,12.83
ART00336,CLI011,LE003,SO8612723,11/02/2021,11/27/2021,132,9142.08,1206754.56,47.72
ART00251,CLI034,LE003,SO5398226,08/22/2024,09/17/2024,376,881.41,331410.16,39.41
ART00939,CLI008,LE001,SO6270332,11/28/2022,,156,44.82,6991.92,7.1
ART00374,CLI053,LE003,SO5660748,06/10/2021,07/20/2021,459,92.19,42315.21,39.19
ART00423,CLI080,LE001,SO8489414,09/12/2024,10/09/2024,183,29.34,5369.22,17.25
ART00722,CLI074,LE002,SO7321579,11/16/2021,11/17/2021,259,121.25,31403.75,29.97
ART00076,CLI087,LE002,SO2637266,01/20/2024,02/23/2024,345,499.1,172189.5,44.5
ART00758,CLI021,LE003,SO4667320,04/26/2021,05/29/2021,151,23.02,3476.02,13.55
ART00166,CLI002,LE003,SO8969185,02/20/2023,03/05/2023,380,98.68,37498.4,48.76
ART00493,CLI097,LE001,SO9178146,12/23/2024,01/01/2025,97,87.45,8482.65,21.19
ART00203,CLI073,LE003,SO8713133,10/02/2024,10/04/2024,203,6981.97,1417339.91,51.29
ART00782,CLI083,LE002,SO7066108,02/28/2024,03/07/2024,200,8918.95,1783790,36.59
ART00736,CLI023,LE002,SO8589546,11/18/2023,12/15/2023,192,7296.38,1400904.96,8.94
