ITEM_NO,WH_CODE,SUP_CODE,LE_CODE,PO_REF,PO_DATE,RCPT_DATE,QTY,PRICE,TOT_VAL,LEAD_DAYS
ART00723,MAG007,SUP031,LE001,PO7500151,07/05/2022,08/07/2022,496,418.81,207729.76,33
ART00128,MAG004,SUP012,LE001,PO8211423,07/16/2022,07/26/2022,1898,1051.78,1996278.44,10
ART00425,MAG003,SUP072,LE001,PO3988911,04/29/2024,05/23/2024,350,850.15,297552.5,24
ART00120,MAG003,SUP012,LE001,PO6777232,11/17/2024,11/26/2024,602,13.21,7952.42,9
ART00427,MAG007,SUP025,LE001,PO2209724,01/30/2023,02/23/2023,1349,309.96,418136.04,24
ART00021,MAG004,SUP039,LE001,PO2728466,10/06/2023,11/17/2023,866,92.51,80113.66,42
ART00737,MAG012,SUP021,LE002,PO6484571,02/11/2023,03/09/2023,804,114.34,91929.36,26
ART00138,MAG005,SUP039,LE001,PO2767928,10/04/2024,11/08/2024,1045,88.83,92827.35,35
ART00198,MAG009,SUP058,LE002,PO9825865,03/27/2021,04/01/2021,1770,252.84,447526.8,5
ART00800,MAG001,SUP045,LE001,PO5360908,04/07/2021,05/22/2021,1051,30.28,31824.28,45
ART00897,MAG002,SUP017,LE001,PO4811272,04/20/2021,06/16/2021,1404,29.18,40968.72,57
ART00740,MAG018,SUP033,LE003,PO9276502,06/25/2022,08/17/2022,113,33.69,3806.97,53
ART00795,MAG001,SUP031,LE001,PO5717311,10/03/2021,11/15/2021,1581,26.6,42054.6,43
ART00138,MAG016,SUP075,LE003,PO1395534,10/12/2022,12/08/2022,1075,113.84,122378,57
ART00775,MAG013,SUP013,LE002,PO9489881,03/12/2022,05/06/2022,1503,26.26,39468.78,54
ART00179,MAG005,SUP025,LE001,PO9988205,12/24/2022,02/20/2023,205,151.29,31014.45,58
ART00057,MAG002,SUP067,LE001,PO5379815,01/02/2024,,392,39.72,15570.24,
ART00877,MAG004,SUP075,LE001,PO5914596,02/15/2023,03/19/2023,1823,102.49,186839.27,32
ART00786,MAG005,SUP014,LE001,PO1321603,02/25/2021,03/25/2021,956,1098.57,1050232.92,28
ART00321,MAG017,SUP077,LE003,PO3451142,04/16/2023,04/22/2023,1779,25.61,45560.19,6
ART00581,MAG020,SUP014,LE003,PO1383408,03/05/2022,03/09/2022,799,102.5,81897.5,4
ART00153,MAG004,SUP053,LE001,PO3696211,01/09/2022,,63,23.1,1455.3,
ART00774,MAG010,SUP011,LE002,PO5866490,06/14/2021,08/03/2021,1381,32.84,45352.04,50
ART00348,MAG013,SUP011,LE002,PO1757913,12/19/2022,01/22/2023,1532,1783.05,2731632.6,34
ART00856,MAG012,SUP013,LE002,PO8882169,10/18/2022,,737,117.3,86450.1,
ART00027,MAG001,SUP053,LE001,PO2177249,03/05/2021,04/23/2021,169,21.75,3675.75,49
ART00840,MAG018,SUP019,LE003,PO6484460,06/10/2023,08/07/2023,571,20.48,11694.08,58
ART00220,MAG015,SUP080,LE002,PO7289753,10/19/2021,11/23/2021,684,35.02,23953.68,35
ART00158,MAG003,SUP048,LE001,PO3686486,06/30/2023,07/09/2023,916,11.54,10570.64,9
ART00006,MAG016,SUP038,LE003,PO8478720,07/26/2024,08/18/2024,1998,87.55,174924.9,23
ART00055,MAG012,SUP066,LE002,PO1938814,11/26/2022,12/06/2022,1989,249.71,496673.19,10
ART00332,MAG018,SUP026,LE003,PO3523173,09/30/2024,11/28/2024,1411,131.11,184996.21,59
ART00744,MAG016,SUP009,LE003,PO4897824,01/01/2021,01/14/2021,1414,205.35,290364.9,13
ART00298,MAG002,SUP003,LE001,PO2493670,01/22/2022,02/27/2022,888,14.21,12618.48,36
ART00855,MAG005,SUP040,LE001,PO1562248,09/16/2022,11/08/2022,1443,3809.18,5496646.74,53
ART00420,MAG003,SUP037,LE001,PO4899100,02/24/2022,03/05/2022,1409,266.58,375611.22,9
ART00879,MAG007,SUP009,LE001,PO5105990,06/01/2024,07/12/2024,1382,71.81,99241.42,41
ART00023,MAG007,SUP068,LE001,PO5037569,03/09/2024,03/14/2024,1739,523.28,909983.92,5
ART00288,MAG007,SUP046,LE001,PO2985371,09/05/2021,10/24/2021,825,361.35,298113.75,49
ART00924,MAG009,SUP020,LE002,PO3754520,02/20/2021,04/14/2021,551,190.24,104822.24,53
ART00491,MAG015,SUP017,LE002,PO9148901,09/13/2021,09/22/2021,1874,34.61,64859.14,9
ART00145,MAG009,SUP073,LE002,PO7061202,04/01/2024,05/19/2024,1283,40.28,51679.24,48
ART00151,MAG006,SUP065,LE001,PO6427723,09/25/2024,10/29/2024,1024,251.88,257925.12,34
ART00580,MAG010,SUP045,LE002,PO3316615,05/15/2024,06/19/2024,1692,2.52,4263.84,35
ART00789,MAG009,SUP066,LE002,PO1434844,06/13/2023,07/04/2023,1806,252.43,455888.58,21
ART00953,MAG017,SUP047,LE003,PO2926058,08/13/2023,09/16/2023,431,4366.93,1882146.83,34
ART00006,MAG003,SUP039,LE001,PO2551283,04/11/2022,05/28/2022,1939,102.61,198960.79,47
ART00202,MAG009,SUP066,LE002,PO1759405,12/15/2023,12/28/2023,1610,360.04,579664.4,13
ART00605,MAG015,SUP013,LE002,PO3827249,11/21/2023,01/01/2024,1040,11.29,11741.6,41
ART00115,MAG015,SUP014,LE002,PO1742225,04/19/2024,05/28/2024,761,274.93,209221.73,39
ART00447,MAG012,SUP064,LE002,PO5876494,10/19/2022,11/02/2022,1632,180.5,294576,14
ART00206,MAG018,SUP024,LE003,PO8322890,08/23/2022,09/11/2022,38,479.25,18211.5,19
ART00871,MAG002,SUP041,LE001,PO8091948,02/23/2023,03/17/2023,583,15.29,8914.07,22
ART00796,MAG002,SUP027,LE001,PO7768775,10/14/2024,11/04/2024,1142,140.36,160291.12,21
ART00216,MAG018,SUP040,LE003,PO7760771,10/19/2022,12/04/2022,586,6063.04,3552941.44,46
ART00632,MAG012,SUP008,LE002,PO1494690,04/16/2022,05/16/2022,840,64.46,54146.4,30
ART00054,MAG016,SUP068,LE003,PO7906943,09/29/2022,11/20/2022,1924,380.58,732235.92,52
ART00634,MAG020,SUP028,LE003,PO5876659,02/05/2023,03/30/2023,464,6341.42,2942418.88,53
ART00989,MAG019,SUP076,LE003,PO1939521,11/24/2021,01/07/2022,1099,26.05,28628.95,44
ART00589,MAG015,SUP010,LE002,PO9254184,07/15/2023,08/10/2023,1331,734.55,977686.05,26
ART00543,MAG009,SUP056,LE002,PO4434676,05/14/2022,06/12/2022,1503,114.37,171898.11,29
ART00164,MAG015,SUP011,LE002,PO6074097,02/08/2023,,497,17.98,8936.06,
ART00957,MAG006,SUP034,LE001,PO1629658,03/22/2023,05/20/2023,1819,121.49,220990.31,59
ART00941,MAG017,SUP061,LE003,PO5379153,10/02/2024,10/21/2024,1684,32.63,54948.92,19
ART00997,MAG016,SUP034,LE003,PO3456786,11/12/2021,12/21/2021,271,58.48,15848.08,39
ART00287,MAG008,SUP012,LE001,PO3094464,02/10/2024,02/24/2024,893,719.51,642522.43,14
ART00469,MAG010,SUP055,LE002,PO3195616,01/13/2023,02/07/2023,1374,289.99,398446.26,25
ART00059,MAG017,SUP032,LE003,PO8814918,04/05/2024,04/16/2024,492,201.83,99300.36,11
ART00630,MAG001,SUP058,LE001,PO4071383,07/07/2024,08/20/2024,407,66.95,27248.65,44
ART00101,MAG020,SUP001,LE003,PO4046689,09/01/2021,10/30/2021,289,69.54,20097.06,59
ART00764,MAG002,SUP001,LE001,PO4377869,08/18/2021,08/24/2021,1146,102.31,117247.26,6
ART00335,MAG008,SUP062,LE001,PO8105985,09/27/2021,10/21/2021,429,17.31,7425.99,24
ART00955,MAG020,SUP035,LE003,PO5952806,07/13/2021,08/18/2021,1155,440.66,508962.3,36
ART00344,MAG002,SUP003,LE001,PO7128138,08/23/2023,09/23/2023,1542,69.12,106583.04,31
ART00105,MAG004,SUP031,LE001,PO5083942,06/11/2023,07/31/2023,1165,16.59,19327.35,50
ART00654,MAG019,SUP004,LE003,PO7890179,12/09/2022,12/19/2022,70,3.63,254.1,10
ART00585,MAG013,SUP063,LE002,PO8173896,10/22/2021,11/09/2021,1778,4482.76,7970347.28,18
ART00474,MAG008,SUP042,LE001,PO3400008,07/16/2021,07/30/2021,1110,1401.56,1555731.6,14
ART00460,MAG009,SUP006,LE002,PO8741931,06/19/2022,08/05/2022,1129,10.01,11301.29,47
ART00497,MAG006,SUP070,LE001,PO8455291,08/20/2023,08/26/2023,1799,446.12,802569.88,6
ART00790,MAG005,SUP063,LE001,PO8590757,12/10/2022,01/30/2023,1636,10.58,17308.88,51
ART00773,MAG002,SUP066,LE001,PO1625217,01/27/2021,02/06/2021,517,226.44,117069.48,10
ART00084,MAG019,SUP039,LE003,PO6216514,11/04/2024,12/19/2024,552,56.21,31027.92,45
ART00601,MAG015,SUP005,LE002,PO8358217,10/23/2024,12/06/2024,1882,505.41,951181.62,44
ART00764,MAG019,SUP003,LE003,PO3790023,06/30/2023,,1397,129.67,181148.99,
ART00613,MAG015,SUP026,LE002,PO4168796,12/26/2023,02/22/2024,1978,374.6,740958.8,58
ART00478,MAG005,SUP035,LE001,PO5287471,10/17/2024,12/12/2024,25,548.17,13704.25,56
ART00604,MAG011,SUP015,LE002,PO3106593,02/12/2023,03/18/2023,619,7266.77,4498130.63,34
ART00035,MAG005,SUP068,LE001,PO7598622,06/23/2024,08/12/2024,1365,216.22,295140.3,50
ART00237,MAG018,SUP013,LE003,PO5960778,02/12/2021,03/07/2021,150,117.16,17574,23
ART00239,MAG003,SUP043,LE001,PO6690698,09/15/2021,10/26/2021,1616,7.41,11974.56,41
ART00343,MAG010,SUP004,LE002,PO6902945,07/16/2024,08/05/2024,653,10.88,7104.64,20
ART00107,MAG013,SUP050,LE002,PO7156045,02/20/2024,03/02/2024,943,102.48,96638.64,11
ART00506,MAG017,SUP060,LE003,PO7521589,09/23/2024,09/28/2024,1961,14.88,29179.68,5
ART00539,MAG005,SUP008,LE001,PO7721720,07/17/2022,07/24/2022,399,104.81,41819.19,7
ART00648,MAG010,SUP061,LE002,PO7451323,05/18/2021,06/02/2021,1401,16.42,23004.42,15
ART00548,MAG020,SUP044,LE003,PO9549108,12/12/2021,12/22/2021,1209,68.65,82997.85,10
ART00021,MAG010,SUP013,LE002,PO6049937,01/27/2024,02/27/2024,643,115.4,74202.2,31
ART00931,MAG015,SUP019,LE002,PO6401711,06/21/2021,08/17/2021,1074,1033.12,1109570.88,57
ART00312,MAG001,SUP069,LE001,PO6826443,05/30/2024,07/06/2024,1605,406.59,652576.95,37
ART00430,MAG014,SUP058,LE002,PO8009221,11/08/2023,12/14/2023,631,64.78,40876.18,36
ART00184,MAG006,SUP026,LE001,PO9573208,03/16/2024,05/15/2024,1799,28.08,50515.92,60
ART00228,MAG015,SUP022,LE002,PO6206008,09/28/2024,10/28/2024,1761,45.55,80213.55,30
ART00121,MAG001,SUP009,LE001,PO4405329,05/17/2022,07/15/2022,1998,90.16,180139.68,59
ART00924,MAG019,SUP032,LE003,PO2672151,10/26/2024,11/13/2024,1885,171.83,323899.55,18
ART00434,MAG001,SUP076,LE001,PO2160348,01/26/2024,02/21/2024,1681,26.7,44882.7,26
ART00795,MAG014,SUP042,LE002,PO3355125,10/29/2024,,885,21.14,18708.9,
ART00076,MAG011,SUP010,LE002,PO2861452,08/14/2024,10/13/2024,120,303.85,36462,60
ART00427,MAG019,SUP054,LE003,PO3900287,07/19/2024,07/29/2024,1832,252.32,462250.24,10
ART00479,MAG005,SUP031,LE001,PO4197264,10/21/2021,11/19/2021,1529,2.53,3868.37,29
ART00478,MAG012,SUP031,LE002,PO1668269,10/20/2023,12/03/2023,1188,601.59,714688.92,45
ART00317,MAG008,SUP067,LE001,PO1221372,02/02/2023,03/08/2023,1217,77.18,93928.06,34
ART00320,MAG009,SUP042,LE002,PO9167410,07/05/2024,08/07/2024,584,24.67,14407.28,33
ART00423,MAG017,SUP017,LE003,PO2724705,04/27/2023,06/05/2023,69,22.62,1560.78,39
ART00179,MAG007,SUP052,LE001,PO9979359,12/16/2021,12/26/2021,889,123.33,109640.37,10
ART00648,MAG005,SUP061,LE001,PO1983879,06/29/2021,08/19/2021,1331,14.51,19312.81,51
ART00606,MAG001,SUP079,LE001,PO7505955,03/11/2022,04/18/2022,1708,17.58,30026.64,38
ART00922,MAG010,SUP050,LE002,PO3838658,02/12/2022,03/18/2022,116,11.95,1386.2,34
ART00213,MAG010,SUP019,LE002,PO4115536,09/23/2023,11/08/2023,1938,31.6,61240.8,46
ART00497,MAG010,SUP009,LE002,PO5301630,10/07/2023,11/21/2023,442,423.73,187288.66,45
ART00677,MAG019,SUP066,LE003,PO2516775,08/07/2022,,1580,880.11,1390573.8,
ART00364,MAG019,SUP059,LE003,PO9153239,05/13/2022,07/05/2022,1328,150.72,200156.16,53
ART00274,MAG011,SUP016,LE002,PO6438185,10/09/2024,11/11/2024,1428,5059.28,7224651.84,33
ART00307,MAG006,SUP050,LE001,PO8225294,10/05/2021,11/23/2021,1778,89.44,159024.32,49
ART00707,MAG003,SUP032,LE001,PO8941413,01/13/2023,03/07/2023,1820,234.71,427172.2,53
ART00416,MAG020,SUP049,LE003,PO6326080,03/14/2021,03/19/2021,1065,109.36,116468.4,5
ART00812,MAG012,SUP079,LE002,PO3946446,05/25/2024,06/22/2024,96,2.32,222.72,28
ART00527,MAG008,SUP026,LE001,PO9010191,03/07/2022,04/27/2022,1257,151.63,190598.91,51
ART00794,MAG009,SUP074,LE002,PO4796860,02/02/2023,,886,20.57,18225.02,
ART00798,MAG002,SUP005,LE001,PO9646223,04/29/2022,05/12/2022,1364,305.23,416333.72,13
ART00613,MAG002,SUP013,LE001,PO1943230,03/05/2023,,1970,319.09,628607.3,
ART00866,MAG012,SUP001,LE002,PO7485432,10/16/2024,10/23/2024,1014,63.16,64044.24,7
ART00376,MAG018,SUP079,LE003,PO1072827,11/26/2023,,770,26.02,20035.4,
ART00351,MAG013,SUP033,LE002,PO6684508,10/22/2024,12/13/2024,70,30.62,2143.4,52
ART00930,MAG010,SUP021,LE002,PO6263736,10/24/2021,12/02/2021,1166,559.11,651922.26,39
ART00271,MAG014,SUP048,LE002,PO1485560,11/12/2023,01/03/2024,1089,543.56,591936.84,52
ART00224,MAG014,SUP027,LE002,PO3991505,09/01/2024,09/17/2024,844,13.3,11225.2,16
ART00328,MAG010,SUP074,LE002,PO9006466,03/01/2023,03/20/2023,57,20.36,1160.52,19
ART00716,MAG001,SUP005,LE001,PO6066466,04/22/2021,04/26/2021,1739,32.63,56743.57,4
ART00202,MAG014,SUP019,LE002,PO6344691,11/09/2024,12/30/2024,1229,368.53,452923.37,51
ART00400,MAG018,SUP013,LE003,PO4829837,05/27/2024,07/11/2024,809,9.38,7588.42,45
ART00797,MAG009,SUP010,LE002,PO8947710,08/31/2022,09/13/2022,607,9.28,5632.96,13
ART00656,MAG015,SUP015,LE002,PO2186744,04/24/2024,06/11/2024,739,1773.61,1310697.79,48
ART00808,MAG008,SUP026,LE001,PO7453155,05/19/2024,07/11/2024,811,341.25,276753.75,53
ART00284,MAG010,SUP036,LE002,PO6304279,12/10/2024,01/02/2025,777,210.55,163597.35,23
ART00048,MAG015,SUP073,LE002,PO4451820,12/02/2021,01/31/2022,893,16.82,15020.26,60
ART00278,MAG001,SUP074,LE001,PO9052724,10/17/2021,12/07/2021,331,28.29,9363.99,51
ART00337,MAG008,SUP016,LE001,PO7876635,05/16/2021,06/11/2021,890,3356.79,2987543.1,26
ART00015,MAG001,SUP066,LE001,PO4518064,03/17/2023,03/29/2023,480,840.84,403603.2,12
ART00697,MAG019,SUP037,LE003,PO1970743,09/09/2022,11/04/2022,1587,6915.85,10975453.95,56
ART00333,MAG001,SUP037,LE001,PO3163912,11/16/2024,01/10/2025,1080,274.12,296049.6,55
ART00929,MAG017,SUP064,LE003,PO9037808,07/22/2023,08/15/2023,379,326.12,123599.48,24
ART00560,MAG001,SUP050,LE001,PO7470974,09/12/2024,11/01/2024,1598,110.05,175859.9,50
ART00469,MAG008,SUP078,LE001,PO6427673,12/17/2022,,608,283.86,172586.88,
ART00269,MAG009,SUP031,LE002,PO7132180,01/04/2022,01/20/2022,343,4024.42,1380376.06,16
ART00391,MAG015,SUP077,LE002,PO5460489,02/18/2021,04/03/2021,348,157.93,54959.64,44
ART00226,MAG015,SUP026,LE002,PO9131601,04/12/2022,05/22/2022,1228,332.26,408015.28,40
ART00171,MAG005,SUP021,LE001,PO7242452,04/07/2021,06/06/2021,970,337.25,327132.5,60
ART00092,MAG014,SUP036,LE002,PO3285281,05/01/2021,05/19/2021,1775,268.03,475753.25,18
ART00936,MAG011,SUP057,LE002,PO2576265,09/24/2023,10/25/2023,451,1886.73,850915.23,31
ART00522,MAG008,SUP020,LE001,PO9072112,02/23/2024,03/27/2024,449,81.78,36719.22,33
ART00164,MAG001,SUP002,LE001,PO5419452,03/29/2024,04/15/2024,789,16.64,13128.96,16
ART00805,MAG020,SUP061,LE003,PO9832865,04/22/2022,05/23/2022,1999,6513.92,13021326.08,31
ART00416,MAG015,SUP020,LE002,PO3593644,08/04/2024,09/03/2024,1474,96.79,142668.46,30
ART00787,MAG008,SUP047,LE001,PO5665519,02/18/2023,02/25/2023,38,7778.11,295568.18,7
ART00986,MAG016,SUP010,LE003,PO9697972,06/24/2021,07/29/2021,1382,83.14,114899.48,35
ART00495,MAG015,SUP014,LE002,PO4594996,08/12/2024,08/31/2024,354,66.56,23562.24,19
ART00002,MAG014,SUP062,LE002,PO1429687,01/10/2024,02/03/2024,20,371.34,7426.8,24
ART00713,MAG011,SUP064,LE002,PO7845440,03/04/2023,04/22/2023,1303,472.14,615198.42,48
ART00398,MAG018,SUP037,LE003,PO1765125,07/21/2023,08/05/2023,1513,392.2,593398.6,15
ART00561,MAG014,SUP007,LE002,PO2293162,04/13/2022,06/05/2022,1786,220.18,393241.48,53
ART00779,MAG004,SUP009,LE001,PO2704156,02/06/2024,03/14/2024,1287,327.51,421505.37,37
ART00615,MAG008,SUP014,LE001,PO2428367,02/02/2023,02/16/2023,45,104.43,4699.35,14
ART00725,MAG003,SUP072,LE001,PO5531229,05/17/2023,06/12/2023,1754,493.72,865984.88,26
ART00839,MAG009,SUP037,LE002,PO6403800,01/17/2023,02/05/2023,897,39.81,35709.57,19
ART00703,MAG008,SUP018,LE001,PO2796148,07/31/2022,,29,8.17,236.93,
ART00935,MAG015,SUP072,LE002,PO2998432,08/03/2021,08/19/2021,1618,38.8,62778.4,16
ART00573,MAG017,SUP061,LE003,PO8467697,10/01/2024,10/21/2024,972,26.81,26059.32,20
ART00605,MAG011,SUP017,LE002,PO6574304,01/05/2021,02/03/2021,1055,11.18,11794.9,29
ART00239,MAG012,SUP033,LE002,PO1963242,02/21/2022,03/20/2022,1567,6.87,10765.29,27
ART00067,MAG016,SUP024,LE003,PO9354670,07/08/2023,08/05/2023,1171,507.82,594657.22,28
ART00899,MAG017,SUP026,LE003,PO5007433,03/17/2022,04/05/2022,941,530.87,499548.67,19
ART00941,MAG008,SUP074,LE001,PO3601543,07/14/2022,08/05/2022,688,28.62,19690.56,22
ART00796,MAG004,SUP034,LE001,PO8523136,10/17/2022,,1003,130.62,131011.86,
ART00156,MAG020,SUP033,LE003,PO3520788,05/19/2023,06/20/2023,944,325.63,307394.72,32
ART00542,MAG019,SUP001,LE003,PO9007714,01/17/2024,01/22/2024,1086,35.28,38314.08,5
ART00485,MAG010,SUP066,LE002,PO7972876,04/29/2021,05/03/2021,663,1825.13,1210061.19,4
ART00812,MAG015,SUP030,LE002,PO2097787,08/07/2021,08/16/2021,492,1.93,949.56,9
ART00129,MAG008,SUP076,LE001,PO9317428,02/01/2022,03/14/2022,750,16.41,12307.5,41
ART00149,MAG001,SUP041,LE001,PO8275588,09/06/2022,,1342,24.87,33375.54,
ART00757,MAG003,SUP008,LE001,PO2969670,11/13/2022,11/20/2022,816,32.53,26544.48,7
ART00692,MAG020,SUP033,LE003,PO9920054,08/06/2023,09/22/2023,677,29.58,20025.66,47
ART00613,MAG007,SUP037,LE001,PO8496934,12/18/2024,12/31/2024,1545,420.61,649842.45,13
ART00758,MAG011,SUP043,LE002,PO5155760,03/17/2024,05/10/2024,1143,21.32,24368.76,54
ART00183,MAG001,SUP043,LE001,PO7333314,01/10/2022,02/27/2022,1592,41.45,65988.4,48
ART00936,MAG017,SUP019,LE003,PO8202836,01/02/2024,02/26/2024,250,1674.8,418700,55
ART00247,MAG004,SUP073,LE001,PO1440619,01/07/2021,01/12/2021,145,52.95,7677.75,5
ART00777,MAG014,SUP046,LE002,PO8180984,03/21/2021,,536,482.54,258641.44,
ART00689,MAG003,SUP036,LE001,PO3493734,12/11/2021,01/13/2022,817,345.61,282363.37,33
ART00834,MAG016,SUP037,LE003,PO8570717,09/04/2021,09/19/2021,1607,255.82,411102.74,15
ART00830,MAG020,SUP040,LE003,PO5418525,06/06/2023,07/08/2023,1040,3303.49,3435629.6,32
ART00199,MAG020,SUP028,LE003,PO1784957,11/10/2024,12/09/2024,1413,1724.02,2436040.26,29
ART00344,MAG007,SUP075,LE001,PO1360408,03/02/2022,03/17/2022,1582,74.02,117099.64,15
ART00572,MAG020,SUP058,LE003,PO5554102,10/12/2023,11/10/2023,676,258.13,174495.88,29
ART00478,MAG010,SUP068,LE002,PO8411697,05/01/2023,06/24/2023,1374,471.86,648335.64,54
ART00822,MAG019,SUP011,LE003,PO2077703,03/09/2024,04/10/2024,893,261.58,233590.94,32
ART00122,MAG007,SUP036,LE001,PO3675884,01/09/2024,02/29/2024,1283,112.61,144478.63,51
ART00431,MAG013,SUP053,LE002,PO1145858,10/02/2021,10/13/2021,814,18.08,14717.12,11
ART00882,MAG016,SUP034,LE003,PO4496941,10/15/2024,11/01/2024,1011,68.62,69374.82,17
ART00460,MAG008,SUP067,LE001,PO9683468,09/11/2024,11/05/2024,784,8.53,6687.52,56
ART00418,MAG012,SUP053,LE002,PO7931796,04/11/2021,06/05/2021,1745,434.91,758917.95,55
ART00863,MAG006,SUP053,LE001,PO7420459,06/29/2022,07/08/2022,877,30.31,26581.87,9
ART00893,MAG009,SUP029,LE002,PO2794094,02/04/2021,02/27/2021,1746,391.19,683017.74,23
ART00770,MAG005,SUP076,LE001,PO3641112,03/03/2022,,1215,20.91,25405.65,
ART00645,MAG007,SUP054,LE001,PO8847374,12/24/2023,01/07/2024,506,202.91,102672.46,14
ART00228,MAG007,SUP036,LE001,PO9215621,10/21/2022,,1388,41.65,57810.2,
ART00341,MAG010,SUP044,LE002,PO9975787,03/27/2024,04/26/2024,1640,3.1,5084,30
ART00921,MAG007,SUP020,LE001,PO3366995,09/27/2023,10/15/2023,372,209.71,78012.12,18
ART00491,MAG009,SUP038,LE002,PO1410469,08/19/2023,09/10/2023,1197,31.44,37633.68,22
ART00263,MAG009,SUP039,LE002,PO3876446,02/07/2023,,845,63.82,53927.9,
ART00735,MAG006,SUP003,LE001,PO4339715,09/08/2023,10/04/2023,476,27.43,13056.68,26
ART00033,MAG020,SUP032,LE003,PO9680371,03/15/2024,05/04/2024,350,171.77,60119.5,50
ART00516,MAG016,SUP065,LE003,PO2481060,07/19/2023,08/25/2023,1081,201.03,217313.43,37
ART00531,MAG004,SUP015,LE001,PO1062063,05/04/2024,06/06/2024,136,1742.32,236955.52,33
ART00145,MAG001,SUP060,LE001,PO9443398,05/23/2022,06/19/2022,333,37.72,12560.76,27
ART00551,MAG001,SUP021,LE001,PO4891277,08/08/2021,09/16/2021,1156,543.81,628644.36,39
ART00447,MAG003,SUP021,LE001,PO9957272,07/01/2022,08/12/2022,1677,171.82,288142.14,42
ART00993,MAG013,SUP071,LE002,PO9614767,03/20/2024,05/05/2024,1094,49.21,53835.74,46
ART00620,MAG012,SUP043,LE002,PO6301446,01/11/2022,02/09/2022,1304,27.69,36107.76,29
ART00664,MAG010,SUP009,LE002,PO2950926,01/12/2024,03/04/2024,816,18.72,15275.52,52
ART00347,MAG013,SUP060,LE002,PO7503895,07/31/2023,09/08/2023,551,66.23,36492.73,39
ART00371,MAG020,SUP059,LE003,PO2491659,08/17/2024,09/05/2024,1182,90.99,107550.18,19
ART00902,MAG019,SUP039,LE003,PO8145332,07/16/2021,07/31/2021,331,139.66,46227.46,15
ART00488,MAG016,SUP047,LE003,PO5664595,09/22/2023,,1607,191.46,307676.22,
ART00145,MAG018,SUP015,LE003,PO5843398,05/14/2024,06/24/2024,186,36.01,6697.86,41
ART00753,MAG008,SUP024,LE001,PO3758789,05/05/2022,06/26/2022,281,150.74,42357.94,52
ART00553,MAG011,SUP050,LE002,PO9745647,11/04/2024,11/28/2024,1140,166.96,190334.4,24
ART00651,MAG011,SUP040,LE002,PO8967015,05/11/2022,05/14/2022,436,4247.25,1851801,3
ART00888,MAG010,SUP052,LE002,PO3609440,04/15/2024,05/06/2024,20,268.9,5378,21
ART00476,MAG014,SUP001,LE002,PO9647794,12/18/2022,02/04/2023,1616,56.7,91627.2,48
ART00913,MAG012,SUP069,LE002,PO9296876,11/25/2021,01/14/2022,1352,2310.5,3123796,50
ART00339,MAG019,SUP038,LE003,PO5260266,08/18/2023,,1305,220.65,287948.25,
ART00182,MAG005,SUP055,LE001,PO2762893,03/29/2021,04/20/2021,1584,212.42,336473.28,22
ART00400,MAG007,SUP039,LE001,PO4675043,02/12/2022,04/13/2022,825,10.58,8728.5,60
ART00986,MAG009,SUP021,LE002,PO3864655,11/29/2022,12/07/2022,671,91.37,61309.27,8
ART00900,MAG011,SUP026,LE002,PO8814163,02/01/2021,03/13/2021,1949,131.08,255474.92,40
ART00755,MAG018,SUP001,LE003,PO6570352,07/02/2021,08/28/2021,779,43.04,33528.16,57
ART00479,MAG007,SUP043,LE001,PO9823270,11/26/2021,12/20/2021,1106,3.16,3494.96,24
ART00359,MAG009,SUP055,LE002,PO3395543,11/14/2021,12/27/2021,218,196.99,42943.82,43
ART00921,MAG015,SUP025,LE002,PO5229148,03/05/2021,04/19/2021,563,175.48,98795.24,44
ART00300,MAG008,SUP044,LE001,PO9145155,11/02/2022,12/26/2022,1253,80.66,101066.98,54
ART00327,MAG003,SUP010,LE001,PO9785724,08/02/2022,09/22/2022,545,79.1,43109.5,51
ART00915,MAG018,SUP053,LE003,PO9289283,04/21/2021,05/28/2021,991,7.87,7799.17,37
ART00295,MAG001,SUP018,LE001,PO4961683,08/02/2021,09/22/2021,656,625.43,410282.08,51
ART00437,MAG015,SUP055,LE002,PO3550894,11/27/2022,01/16/2023,940,268.57,252455.8,50
ART00761,MAG015,SUP002,LE002,PO2272802,07/14/2021,09/03/2021,1520,11.41,17343.2,51
ART00604,MAG009,SUP047,LE002,PO2533572,04/09/2022,05/23/2022,1454,5890.96,8565455.84,44
ART00979,MAG003,SUP015,LE001,PO2912138,10/18/2024,10/31/2024,58,316.29,18344.82,13
ART00915,MAG008,SUP079,LE001,PO8467433,11/14/2024,12/15/2024,1689,6.04,10201.56,31
ART00065,MAG020,SUP028,LE003,PO7381193,06/06/2023,07/14/2023,274,1969.54,539653.96,38
ART00884,MAG002,SUP026,LE001,PO4401322,08/23/2023,,233,391.45,91207.85,
ART00731,MAG013,SUP030,LE002,PO6075181,12/04/2022,01/17/2023,18,674.81,12146.58,44
ART00993,MAG008,SUP001,LE001,PO5419426,04/22/2024,05/04/2024,51,37.63,1919.13,12
ART00666,MAG009,SUP072,LE002,PO1025519,09/13/2021,10/27/2021,563,967.63,544775.69,44
ART00710,MAG009,SUP080,LE002,PO2710429,08/05/2022,10/03/2022,1945,117.98,229471.1,59
ART00369,MAG009,SUP036,LE002,PO3252672,10/07/2021,10/30/2021,451,238.13,107396.63,23
ART00484,MAG012,SUP055,LE002,PO2567328,04/22/2021,04/28/2021,1147,217.22,249151.34,6
